WMO_index,Station,Latitude,Longitude,Region
31442,Симановск,51.9833333333,127.65,38
29756,Сира,54.5,89.9333333333,21
29498,Ситкино,56.35,98.3666666667,14
30692,Сковородино,54.0,123.9666666667,38
25648,Слаутное,63.2,167.85,74
29915,Славгород (29915-0),52.9666666667,78.65,1
31725,Смидович,48.6166666667,133.8333333333,72
23179,Снежногорск,68.1,87.7666666667,10
32477,Соболево,54.3,155.9166666667,74
31478,Софийский Прииск,52.2666666667,133.9833333333,77
24557,Сого-Хая,64.2833333333,126.45,54
30537,Солнетхная,54.0333333333,108.2666666667,14
30967,Соловьевск,49.9,115.75,11
29580,Солянка,56.1666666667,95.2666666667,10
20871,Сопочная Карга,71.8752777778,82.7055555556,10
35011,Сорочинск,52.4333333333,53.1333333333,81
30745,Сосново-Озерское,52.5383333333,111.5577777778,31
31866,Сосуново,46.5333333333,138.3333333333,82
23625,Сосва,63.65,62.1,6
31770,Совецкая Гавань,49.0,140.3,
31096,Спафарьева (Остров),59.1555555556,149.035,
25206,Среднеколымск,67.45,153.7166666667,54
30471,Средний Калар,55.8666666667,117.3666666667,11
25705,Средникан,62.45,152.3166666667,63
29111,Средны Васюган,59.2166666667,78.2333333333,24
30777,Сретенск,52.2333333333,117.7,11
29149,Степановка,58.6397222222,86.73,24
28825,Стерлитамак,53.6033333333,55.9336111111,83
31392,Стойба,52.8,131.7166666667,38
29274,Стрелка,58.0908333333,93.1616666667,10
24802,Стрелка Чуня,61.7386111111,102.8041666667,10
30726,Сухая,52.5516666667,107.1055555556,31
24136,Сухана,68.6166666667,118.3333333333,54
29477,Сухобузимское,56.4969444444,93.2641666667,10
28655,Сумиха,55.2333333333,63.3166666667,4
24738,Сунтар,62.15,117.65,54
30198,Суон-Тит,58.0666666667,123.7166666667,54
23849,Сургут,61.3438888889,73.4019444444,6
24790,Сусуман,62.7833333333,148.1666666667,63
31538,Сутур,50.0666666667,132.1333333333,77
23376,Светлогорск,66.9405555556,88.3708333333,10
29664,Светлолюбово,55.0888888889,90.8477777778,10
31931,Свиягино,44.8,133.0833333333,82
31445,Свободный,51.45,128.1166666667,38
23802,Сыктывкар (23802-0),61.6766666667,50.7805555556,8
23804,Сыктывкар (23804-0),61.6772222222,50.7847222222,8
23975,Сым,60.3472222222,88.3636111111,10
23847,Сытомино,61.3,71.3,6
SKD,Салехард,67.5,67.5,69
SAI,Сихотэ-Алинский биосферный заповедник (Терней),45.0,136.6000061035,82
SKV,Сковородино,54.0,123.9700012207,38
SRG,Сургут,61.24,73.29,6
29541,Тайга,56.0666666667,85.6166666667,76
25932,Тайгонос,60.6833333333,160.4,
29594,Тайшет,55.95,98.0,14
25808,Талая,61.1333333333,152.3833333333,63
29832,Талменка,53.8166666667,83.5833333333,1
30405,Тангуй,55.3833333333,101.0333333333,14
30824,Танхой,51.5666666667,105.1166666667,31
25561,Танюрер,64.8666666667,174.4166666667,78
28493,Тара,56.9,74.3833333333,50
23552,Тарко-Сале,64.9113888889,77.7708333333,69
29379,Тасеево,57.2,94.55,10
29956,Тастып,52.8,89.9041666667,21
29605,Татарск,55.2244444444,76.0188888889,49
28097,Таурово,59.5833333333,73.2833333333,6
28264,"Тавда, Белыйяр",58.05,65.35,12
23256,Тазовский,67.4666666667,78.7333333333,69
24967,Тегюлтя,60.4666666667,130.0,54
36078,Тели,51.0116666667,90.2116666667,58
23499,Тембенчи,64.9416666667,98.8722222222,10
24771,Теплый Ключ,62.7833333333,136.85,54
31909,Терней,45.0,136.6,82
32222,Теви,59.6,160.7333333333,
28383,Тевриз,57.5166666667,72.4,50
21824,Тикси,71.5833333333,128.9166666667,54
31961,Тимирязевский,43.8833333333,131.9666666667,82
29557,Тисуль,55.7513888889,88.3,76
31754,Тивяку,48.6,137.05,77
29552,Тязин,56.1166666667,88.5166666667,76
29456,Тюхтет,56.5361111111,89.3166666667,10
28586,Тюкалинск,55.8666666667,72.2166666667,50
28275,Тобольск,58.15,68.25,35
29636,Тогучин,55.2247222222,84.385,49
29848,Тогул,53.4616666667,85.9291666667,1
30127,Токма,58.2333333333,105.7333333333,14
31137,Токо,56.2833333333,131.1333333333,54
23662,Толька,63.9944444444,82.0475,69
31005,Томмот,58.9666666667,126.2666666667,54
30439,Томпа,55.1166666667,109.75,31
24671,Томпо,63.95,135.8666666667,54
29430,Томск,56.5,84.9166666667,24
24843,Тонгулах,61.9166666667,124.55,54
36103,Тоора-Хем,52.4702777778,96.1191666667,58
30555,Троичкий Прииск,54.6166666667,113.1333333333,31
23711,Троичко-Печерское,62.7,56.1833333333,8
31655,Троичкое,49.45,136.5666666667,77
28748,Троизк,54.0833333333,61.6166666667,33
28359,Тугулым,57.0666666667,64.6666666667,12
28712,Туимазы,54.5916666667,53.7138888889,83
30504,Тулун,54.6,100.6333333333,14
31683,Тумнин,49.65,140.0833333333,77
30664,Тунгокочен,53.5333333333,115.6166666667,11
30811,Тунка,51.7333333333,102.5333333333,31
24725,Туой-Хая,62.5333333333,111.2333333333,54
30576,Тупик,54.4333333333,119.9,11
24507,Тура (24507-0),64.2694444444,100.2166666667,10
36092,Туран,52.1447222222,93.9158333333,58
31913,Турий Рог,45.2166666667,131.9833333333,
28255,Туринск,58.05,63.6833333333,12
36061,Турочак,52.25,87.1269444444,70
23472,Туруханск,65.7944444444,87.9888888889,10
23589,Тутончаны,64.2077777778,93.7930555556,10
30173,Тяня,59.0,119.8,54
31299,Тыгда,53.1,126.35,38
32071,Тымовское,50.7333333333,142.7166666667,53
30499,Тында,55.1833333333,124.6666666667,38
30526,Тырка,54.4833333333,107.0666666667,14
28367,Тюмень,57.1166666667,65.4333333333,35
21813,Тюмяти,71.9166666667,123.5666666667,54
28158,Таборы,58.5333,64.5,12
TIK,Тикси,71.5861663818,128.9188232422,54
DFE,Томск,56.5,85.1,24
TUR,Тура,64.1699981689,100.0699996948,10
TRH,Туруханск,65.7799987793,87.9000015259,10
30455,Уакит,55.4861111111,113.6194444444,31
29613,Убинское,55.3055555556,79.6291666667,49
31026,Учур,58.7333333333,130.6166666667,54
31285,Удское,54.5,134.4166666667,77
24982,Уега,60.7166666667,142.7833333333,77
28722,Уфа-Диома,54.7105555556,55.815,83
31016,Угино,58.6333333333,128.5,54
32088,Углегорск,49.0666666667,142.0333333333,53
23946,Угут,60.5,74.0166666667,6
23606,Ухта,63.5752777778,53.8058333333,8
29576,Уяр,55.8183333333,94.315,10
31087,Улья,58.8166666667,141.85,
30823,Улан-Уде,51.8333333333,107.6,31
30846,Улеты,51.35,112.4666666667,11
28629,Улу-Теляк,54.9227777778,56.9805555556,83
28302,Уни,57.75,51.5,7
23453,Уренгой,65.9627777778,78.4344444444,69
30781,Урюпино,52.75,120.0333333333,11
31624,Урми,49.4,133.2333333333,77
28307,Урзум,57.1166666667,50.0,7
30712,Усолье-Сибирское,52.7833333333,103.6833333333,14
31919,Уссуриыск,44.1497222222,132.0,82
23992,Усть-Камо,60.7241666667,97.5144444444,10
30323,Усть-Кут,56.8,105.8,14
36083,Усть-Уса,52.0569444444,92.1386111111,10
32287,Усть-Хайрюзово,57.0952777778,156.7377777778,74
36229,Усть-Кокса,50.2722222222,85.62,70
30635,Усть-Баргузин,53.4166666667,109.0166666667,31
24371,Усть-Чаркы,66.8,136.6833333333,54
23405,Усть-Чильма,65.4333333333,52.2666666667,8
28382,Усть-Исим,57.6833333333,71.1833333333,50
31054,Усть-Юдома,59.1833333333,135.15,54
32408,Усть-Камчацк,56.2369444444,162.6919444444,74
30772,Усть-Кара,52.7,118.8,11
23803,Усть-Кулом,61.6833333333,53.6833333333,8
30320,Усть-Кут,56.8566666667,105.73,14
24966,Усть-Майя,60.3833333333,134.45,54
31041,Усть-Миль,59.6333333333,133.0333333333,54
24382,Усть-Мома,66.45,143.2333333333,54
30385,Усть-Нюкжа,56.5833333333,121.5,38
21711,Усть-Оленек,73.0,119.8666666667,54
24898,Усть-Омчуг,61.1166666667,149.6333333333,63
23518,Усть-Сугор,64.2666666667,57.6166666667,8
31474,Усть-Умальта,51.6333333333,133.2666666667,77
23412,Усть-Уса,65.9841666667,56.9058333333,8
32252,Усть-Воямполка,58.5,159.1666666667,74
30713,Устьордынский,52.8166666667,104.7666666667,14
30514,Уст-Уда,54.1666666667,103.0166666667,14
30764,Усугли,52.65,115.1666666667,11
29864,Уыбат,53.7166666667,90.3666666667,21
29653,Узур (29653-0),55.3,89.8166666667,10
30637,Узур (30637-0),53.3166666667,107.7333333333,14
USV,Усть-Вымь (Сыктывкар - I),62.2299995422,50.4000015259,8
21978,Валькаркай,70.0838888889,170.9252777778,78
24908,Ванавара,60.3361111111,102.2944444444,10
23966,Ванзиль-Кынак,60.35,84.0833333333,24
23112,Варандей,68.8038888889,57.9855555556,47
23982,Вельмо,61.0158333333,93.4305555556,10
28216,Вересчагино,58.0833333333,54.6833333333,15
23578,Верещагино,64.2347222222,87.5730555556,10
30229,Верхне-Марково,57.3333333333,107.0666666667,14
25538,Верхнее Пензино,64.2166666667,164.2333333333,74
23678,Верхнеимбацк,63.1555555556,87.9680555556,10
28833,Верхнеуральск,53.8833333333,59.2,33
24644,Верхневилюйск,63.45,120.3166666667,54
28541,Верхний Уфалей,56.0833333333,60.3,33
29789,Верхняя Гутара,54.2166666667,96.9666666667,14
24266,Верхоянск,67.5666666667,133.4,54
28144,Верхотурье,58.8666666667,60.7833333333,12
24668,Верхоянский Перевоз,63.3166666667,132.0166666667,54
31418,Веселая Горка,52.2833333333,135.8,77
23701,Весляна,62.9977777778,50.8958333333,8
28481,Викулово,56.8166666667,70.6166666667,35
24641,Вилюйск,63.7833333333,121.6166666667,54
30054,Витим,59.45,112.5833333333,54
30142,Визирный,58.8833333333,111.25,14
28502,Вяцкие Поляны,56.2333333333,51.0333333333,7
31786,Вяземская,47.55,134.8166666667,77
31960,Владивосток,43.1166666667,131.9166666667,82
31977,Владивосток (Сад Город),43.2666666667,132.05,82
36022,Волчиха,52.0216666667,80.3402777778,1
20982,Волочанка,70.9666666667,94.5,10
23823,Вонеган,61.9552777778,64.9030555556,6
23226,Воркута,67.4916666667,63.9716666667,8
23973,Ворогово,61.0305555556,89.6138888889,10
24679,Восточная,63.2166666667,139.6,54
VTM,Витим,59.4500007629,112.5800018311,54
VLB,Владивосток,43.1199989319,131.8999938965,82
36064,Яйлю,51.7708333333,87.6052777778,70
23812,Якша,61.8333333333,56.8666666667,8
28465,Ялтуровоск,56.6833333333,66.35,35
23463,Янов-Стан,65.9772222222,84.3277777778,10
28366,Ярково,57.4166666667,67.0833333333,35
24219,Ярольин,67.1333333333,108.5333333333,54
24975,Ыныкчан,60.3666666667,137.5,54
31062,Югоренок,59.7666666667,137.6666666667,54
23635,Юильск,63.6666666667,69.6,6
24588,Юрты,64.05,141.8833333333,54
YAK,Якуцк,62.0800018311,129.75,54
SVR,Екатеринбург / Свердловск,56.7999992371,60.6300010681,12
29833,Залесово,53.9397222222,84.79,1
30741,Замакта,52.7666666667,109.9666666667,31
31527,Завитая,50.1166666667,129.4666666667,38
29712,Здвинск,54.7166666667,78.6666666667,49
31300,Зея,53.7413888889,127.2763888889,38
30521,Жигалово,54.8,105.1666666667,14
24343,Жиганск,66.7666666667,123.4,54
35026,Зилаир,52.24028,57.47944,83
30669,Зилово,53.0666666667,117.4833333333,11
30603,Зима,53.9333333333,102.05,14
30765,Зюльзя,52.55,116.2,11
28630,Златоуст,55.1666666667,59.6666666667,33
36038,Змеиногорск,51.155,82.1702777778,1
31829,Золотой,47.3166666667,138.9833333333,82
28756,Звериноголовское,54.4666666667,64.8666666667,4
25400,Зырянка (25400-0),65.7333333333,150.9,54
25400,Зырянка (25400-1),65.7333333333,150.9,54
25403,Зырянка (РС),65.7333333333,150.9,54
ZHI,Жиганск,66.793,123.351,54
ZVG,Звенигород,55.7000007629,36.7999992371,45
22365,Абрамовский Маяк,66.4088888889,43.2675,27
37663,Ахты,41.4666666667,47.75,79
27679,Алатырь,54.8166666667,46.5833333333,34
27428,Александров,56.4,38.75,65
34391,Александров-Гай,50.15,48.55,55
37001,Анапа,44.8833333333,37.2833333333,
34238,Анна,51.4833333333,40.4166666667,68
22213,Апатиты,67.5508333333,33.3622222222,46
22543,Архангельск (22543-0),64.6247222222,40.5113888889,27
22550,Архангельск (22550-0),64.5041666667,40.7277777778,27
37031,Армавир (37031-0),44.9833333333,41.1166666667,40
27593,Арск,56.0913888889,49.8641666667,23
27653,Арзамас,55.3666666667,43.7833333333,25
34964,Арзгир,45.4,44.2,57
34880,Астрахань (34880-0),46.2833333333,47.9833333333,28
34882,Астрахань (34882-1),46.2833333333,47.9833333333,28
34069,Аткарск,51.8666666667,45.0333333333,55
34723,Азов,47.1166666667,39.4166666667,17
AHK,Архангельск,64.5800018311,40.5,27
ASN,Астрахан,45.75,47.9199981689,28
27008,Бабаево,59.4041666667,35.9113888889,66
34152,Балашов,51.55,43.15,55
20107,Баренцбург,78.0555555556,14.2211111111,
34214,Белгород,50.6333333333,36.5833333333,29
27955,Белинский,52.9666666667,43.4,37
26069,Белогорка,59.35,30.1333333333,42
37013,Белореченск,44.75,39.9,40
22939,Белозерск,60.0202777778,37.7591666667,66
26585,Белый,55.8333333333,32.9333333333,59
34958,Благодарный,45.1,43.45,57
34110,Богородицкое-Фенино,51.1666666667,37.35,29
34336,Богучар,49.9333333333,40.5666666667,68
34445,Боковская,49.2166666667,41.8333333333,17
26298,Бологое,57.8833333333,34.0333333333,59
34146,Борисоглебск,51.3666666667,42.0833333333,68
26291,Боровичи,58.4166666667,33.9,48
26898,Брянск,53.25,34.3166666667,30
37061,Буденновск,44.7833333333,44.1333333333,57
22193,Бугрино,68.7802777778,49.3011111111,47
27242,Буй,58.4833333333,41.5333333333,9
37471,Буйнакск,42.8166666667,47.1166666667,79
27581,Чебоксары,56.0833333333,47.3333333333,34
27113,Череповец,59.2808333333,38.0186111111,66
34578,Черный Яр,48.0666666667,46.1166666667,28
34432,Чертково,49.3833333333,40.1666666667,17
26711,Черняховск,54.6369444444,21.7933333333,80
KWZ,Кавказ,43.7000007629,40.2166671753,40
CLZ,Центрально-лесной,56.5999984741,32.7999992371,59
CYM,Чимлянск,47.7299995422,42.25,17
34267,Даниловка,50.3666666667,44.1166666667,13
26381,Демянск,57.65,32.4666666667,48
37470,Дербент,42.0666666667,48.3,79
27799,Димитровград (27799-0),54.2333333333,49.6,64
34858,Дивное,45.9166666667,43.35,57
26268,Дно,57.8166666667,29.95,16
34785,Досанг,46.9166666667,47.9333333333,28
27415,Дубна,56.74,37.25,45
22762,Двинский Березник,62.8283333333,42.7919444444,27
37009,Джубга,44.3333333333,38.7166666667,40
DAK,Данки,54.9000015259,37.7999992371,45
26099,Ефимовская,59.5,34.7,42
27921,Ефремов,53.15,38.1166666667,3
34727,Ейск,46.8,38.2666666667,
34476,Ельтон,49.1333333333,46.85,13
34253,Елань,50.95,43.7333333333,13
27648,Елатьма,54.95,41.7666666667,18
27928,Елец,52.6333333333,38.5166666667,62
34861,Елиста,46.3,44.1833333333,73
22656,Емечк,63.4794444444,41.7958333333,27
22413,Енгозеро,65.7833333333,33.9333333333,26
34186,Ершов,51.3666666667,48.3,55
34356,Фролово,49.8,43.6666666667,13
27507,Гагарин,55.5166666667,35.0333333333,56
27243,Галиц,58.3833333333,42.3666666667,9
26157,Гдов,58.7333333333,27.8333333333,16
37004,Геленджик,44.5666666667,38.0833333333,40
37058,Георгиевск,44.1333333333,43.45,57
34740,Гигант,46.5166666667,41.35,17
37014,Горячий Клюц,44.6333333333,39.1,40
37017,Горныий,44.2833333333,39.2666666667,40
27453,Городец,56.6833333333,43.4333333333,25
34845,Городовиковск,46.0666666667,41.9666666667,73
34202,Готня,50.8,35.7666666667,29
22422,Гридино,65.9,34.7666666667,26
37235,Грозный,43.25,45.7166666667,32
37244,Гудермес,43.35,46.1166666667,32
37463,Гуниб,42.4,46.9666666667,79
27539,Гусь-Хрустальный,55.6,40.65,65
37248,Хасавюрт,43.25,46.5833333333,79
26378,Холм,57.15,31.1833333333,48
22559,Холмогоры,64.2205555556,41.6588888889,27
34083,Хвалынск,52.5,48.0833333333,55
34868,Ики-Бурул,45.8,44.6333333333,73
34461,Иловля,49.3,44.0,13
22292,Индига,67.6891666667,48.6836111111,47
27872,Инза,53.85,46.4166666667,64
27347,Иваново,56.95,40.9666666667,71
37473,Изберг,42.5333333333,47.9166666667,
22798,Яренск,62.1716666667,49.1094444444,27
27485,Йошкар-Ола,56.64,47.7791666667,43
27355,Юрьевец,57.3333333333,43.1166666667,71
JNS,Янискоски,68.9333343506,28.8500003815,46
34247,Калач,50.4166666667,41.05,68
22408,Калевала,65.2166666667,31.15,26
22638,Калгачиха,63.3269444444,36.71,27
26702,Калининград,54.7263888889,20.5583333333,80
26708,Калининград (Низовье),54.69639,20.76583,80
27703,Калуга,54.5533333333,36.3694444444,61
34139,Каменная Степь,51.05,40.7,68
34535,Каменск-Сахтинский,48.3,40.3,17
34363,Камысин,50.0833333333,45.3666666667,13
27981,Канадей,53.15,47.5166666667,64
27587,Канаш,55.5166666667,47.4666666667,34
22217,Кандалакша,67.1691666667,32.3541666667,46
22249,Каневка,67.1280555556,39.6663888889,46
34825,Каневская,46.0666666667,38.9666666667,40
22165,Канин Нос,68.6552777778,43.2875,47
34072,Карабулак,52.3333333333,46.3666666667,55
22845,Каргополь,61.5066666667,38.9347222222,27
22671,Карпогоры,64.0105555556,44.4494444444,27
22334,Кашкаранцы,66.3369444444,36.0169444444,46
27316,Касин,57.3333333333,37.5666666667,59
27627,Касира,54.8333333333,38.15,45
37597,Касумкент,41.6666666667,48.05,79
27595,Казань (27595-0),55.74,49.2044444444,23
27595,Казань (27595-1),55.6075,49.2941666667,23
27594,Казань(Вязове),55.8153,48.5106,23
34344,Казанская,49.8,41.15,17
22522,Кемь,64.95,34.65,
22520,Кемь - Порт,64.9833333333,34.8,
22456,Кепино,65.3825,41.8811111111,27
27346,Кинесма,57.4166666667,42.1833333333,71
26059,Кингисепп,59.3666666667,28.6,42
26080,Кириши,59.45,32.0333333333,42
27198,Киров (27198-0),58.59,49.4097222222,7
27199,Киров (27199-0),58.5666666667,49.5666666667,7
27957,Кирсанов,52.6666666667,42.7166666667,22
37163,Кизляр,43.8333333333,46.7166666667,79
27417,Клин,56.35,36.75,45
37085,Кочубей,44.4,46.55,79
22583,Койнас,64.75,47.65,27
22529,Колезма,64.2333333333,35.8833333333,26
27164,Кологрив,58.8166666667,44.3166666667,9
27625,Коломна,55.1333333333,38.7333333333,45
34975,Комсомольский,45.35,46.0333333333,73
22727,Кондопога,62.1666666667,34.3,26
22749,Конево,62.1333333333,39.3,27
22951,Коноша,60.9852777778,40.2575,27
34644,Константиновск,47.5833333333,41.1,17
27026,Коробово,59.6163888889,39.1669444444,66
22695,Кослан,63.45,48.9166666667,8
27333,Кострома,57.7333333333,40.7833333333,9
27283,Котельниц,58.3,48.35,7
34655,Котельниково,47.6333333333,43.15,13
22887,Котлас,61.2394444444,46.6894444444,27
22312,Ковда,66.6872222222,32.8847222222,46
27479,Козьмодемьянск,56.3333333333,46.5833333333,43
26976,Красная Гора,53.0166666667,31.6,30
37107,Красная Поляна,43.6833333333,40.2,40
22876,Красноборск,61.5491666667,45.9386111111,27
34929,Краснодар,45.0333333333,39.15,40
22235,Красносчелье,67.3505555556,37.0508333333,46
27756,Краснослободск,54.4333333333,43.7666666667,2
27369,Красные Баки,57.1333333333,45.1666666667,25
27215,Красный Холм,58.0333333333,37.1,59
34273,Красный Кут,50.95,46.9666666667,55
26285,Крестцы,58.2666666667,32.5333333333,48
34936,Кропоткин,45.4333333333,40.5666666667,40
34915,Кубанская (Темрюк),45.3166666667,37.3833333333,40
27296,Кумены,58.1,49.9166666667,7
34009,Курск,51.7666666667,36.1666666667,41
34737,Кущевская,46.5333333333,39.6166666667,40
KSL,Кисловодск,43.7299995422,42.6599998474,75
34920,Краснодар,45.0419,39.1525,40
34984,Лагань,45.4,47.35,73
22983,Лальск,60.7,47.6,7
22573,Лесуконское,64.9,45.7666666667,27
34887,Лиман,45.8,47.2166666667,28
27930,Липецк,52.7,39.5166666667,62
34231,Лиски,51.0,39.5,68
34013,Ливны,52.4333333333,37.6,51
26078,Любань,59.35,31.2333333333,42
22913,Лодейное поле,60.7166666667,33.55,42
22127,Ловозеро,68.0038888889,35.0308333333,46
27665,Лукоянов,55.0333333333,44.5,25
37259,Махачкала (37259-1),43.0,47.5,
37472,Махачкала (37472-0),43.0,47.5,
37021,Майкоп,44.6166666667,40.0833333333,19
27208,Максатиха,57.8,35.9,59
27606,Малоярославец,55.0166666667,36.4833333333,61
34662,Мале Дербеты,47.9333333333,44.7,73
34625,Матвеев Курган,47.5666666667,38.8833333333,17
27817,Мценск,53.3833333333,36.5333333333,3
22721,Медвезегорск,62.9166666667,34.4333333333,26
22471,Мезень,65.8725,44.2080555556,27
27935,Мичуринск,52.8833333333,40.4833333333,22
27729,Михайлов,54.2333333333,39.0333333333,18
34438,Миллерово,48.9333333333,40.3833333333,17
37054,Минеральные Воды (37054-0),44.2333333333,43.0666666667,57
37055,Минеральные Воды (37055-1),44.2166666667,43.1,57
22212,Мончегорск,67.9422222222,32.9241666667,46
34545,Морозовск,48.35,41.8666666667,17
27848,Морсанск,53.45,41.8,22
22361,Моржовец,66.7166666667,42.4833333333,27
22481,Мосеево,65.7666666667,46.2,27
27612,Москва (Долгопрудный),55.93,37.5183333333,45
27713,Москва (Долгопрудный) (РС),55.93,37.5183333333,45
27612,Москва ВДНХ,55.8333333333,37.6166666667,44
27509,Мозайск,55.5166666667,36.0,45
37145,Моздок,43.7333333333,44.6666666667,36
22551,Мудьюг,64.8530555556,40.2802777778,27
27097,Мураси,59.3833333333,48.9833333333,7
22113,Мурманск (22113-0),68.9558333333,33.0427777778,46
22113,Мурманск (22113-1),68.9833333333,33.1166666667,46
22008,Мурманск (РС),68.9833333333,33.1166666667,46
27549,Муром,55.6,42.0333333333,65
22282,мыс Микулкин,67.8055555556,46.6516666667,47
MSC,Москва,55.75,37.3666648865,45
ELB,Гора Эльбрус,43.3199996948,42.4700012207,39
MRM,Мурманск,68.9666671753,33.0499992371,46
37212,Нальчик,43.5333333333,43.6333333333,39
27611,Наро-Фоминск,55.3833333333,36.7,45
37218,Назрань,43.15,44.85,5
37036,Невинномысск,44.6333333333,41.9666666667,57
22004,Никель,69.4102777778,30.2088888889,46
27066,Никольск,59.5338888889,45.4611111111,66
26167,Николаевское,58.5666666667,29.8,42
27252,Николо-Полома,58.35,43.3833333333,9
22105,Ниванкыль,68.3530555556,30.7197222222,46
27459,Нижний Новгород,56.2666666667,44.0,25
34555,Нижний-Чир,48.3333333333,43.1166666667,13
22383,Нижняя Пеша,66.7394444444,47.7197222222,47
22854,Няндома,61.6794444444,40.1952777778,27
27393,Нолинск,57.55,49.95,7
22917,Новая Ладога,60.1166666667,32.3166666667,42
26179,Новгород,58.5166666667,31.25,48
27511,Ново-Ерусалим,55.9,36.8166666667,45
34254,Новоанненский,50.5333333333,42.6833333333,13
27894,Новодевичье,53.6,48.8333333333,20
37006,Новороссийск,44.715,37.8430555556,40
34213,Новый Оскол,50.75,37.8666666667,29
27491,Новый Торьял,57.0,48.7333333333,43
22974,Нюксеница,60.4094444444,44.2188888889,66
22996,Обьячево,60.3666666667,49.65,8
34109,Обоянь,51.2,36.3166666667,41
27108,Охоны,58.5666666667,35.6333333333,48
34163,Октябрскы Городок,51.6333333333,45.45,55
24122,Оленек  (РС),68.5,112.4333333333,54
22912,Олонец,60.9833333333,32.9833333333,26
22641,Онега,63.9,38.1166666667,27
27083,Опарино,59.85,48.2833333333,7
26456,Опочка,56.7166666667,28.7166666667,16
27906,Орел,52.9333333333,36.0,51
26389,Остасков,57.1166666667,33.1,59
22133,Остров Харлов,68.8163888889,37.3327777778,46
37089,Остров Тюлений,44.4666666667,47.4833333333,79
22897,Озерки,60.2166666667,29.0,42
34199,Озинки,51.2,49.7333333333,55
OBN,Обнинск,55.0992088318,36.6066093445,61
OKA,Окско-Террасная,54.9000015259,37.7999992371,45
27858,Пачелма,53.3333333333,43.3166666667,37
22619,Паданы,63.2666666667,33.4166666667,26
22106,Падун,68.6083333333,31.8038888889,46
34373,Палласовка,50.05,46.8833333333,13
27823,Павелец,53.7833333333,39.25,18
27523,Павловский Посад,55.7666666667,38.6833333333,45
27962,Пенза,53.1227777778,45.0188888889,37
34063,Петровск,52.2833333333,45.4,55
22820,Петрозаводск,61.8166666667,34.2666666667,26
22563,Пинега,64.7,43.3833333333,27
22349,Пялича,66.1888888889,39.5238888889,46
26784,Починок,54.4166666667,32.4333333333,56
34003,Поныри,52.3166666667,36.3,41
27675,Порецкое,55.1833333333,46.3333333333,34
27223,Пошехонье,58.4833333333,39.1333333333,67
34824,Приморско-Ахтарск,46.0333333333,38.15,
37144,Прохладная,43.75,44.05,39
26258,Псков,57.8166666667,28.3333333333,16
22831,Пудоз,61.8,36.5833333333,26
34098,Пугачев,52.0333333333,48.8333333333,55
26359,Пускинские Горы,57.0166666667,28.9,16
PCH,Печора,65.1999969482,57.1666679382,8
PIN,Пинега,64.6999969482,43.4000015259,27
27972,Радищево,53.05,46.4333333333,37
22525,Разнаволок,64.5666666667,34.9166666667,
22602,Реболы,63.8333333333,30.8166666667,26
34759,Ремонтное,46.5666666667,43.6666666667,17
26882,Рославль,53.9333333333,32.8333333333,56
27329,Ростов,57.2,39.4166666667,67
34730,Ростов-на-Дону (34730-0),47.2666666667,39.8166666667,17
34731,Ростов-на-Дону (34731-1),47.25,39.8166666667,17
34056,Ртищево,52.25,43.7833333333,55
34262,Рудня,50.8333333333,44.5666666667,13
27730,Рязань,54.6333333333,39.7,18
27835,Ряжск,53.7166666667,40.1166666667,18
27225,Рыбинск,58.1,38.6833333333,67
27281,Сабалино,58.3,47.1166666667,7
34635,Сахты,47.7,40.2666666667,17
27373,Сакунья,57.6666666667,46.6333333333,25
27995,Самара (Безенчук),52.9833333333,49.4333333333,20
27480,Санчурск,56.9833333333,47.3166666667,7
27271,Сарья,58.3666666667,45.5333333333,9
27760,Саранск,54.1333333333,45.25,2
34172,Саратов (34170-1),51.5566666667,46.0394444444,55
34171,Саратов (34171-0),51.5658333333,46.0391666667,55
34178,Саратов (Юго-Восток),51.57,46.0,55
27745,Сасово,54.3666666667,41.9333333333,18
22621,Сегеза,63.7666666667,34.2833333333,26
27462,Семенов,56.7333333333,44.5166666667,25
34357,Серафимовиц,49.5666666667,42.7333333333,13
27577,Сергач,55.5333333333,45.5,25
27618,Серпухов,54.9333333333,37.4666666667,45
22546,Северодвинск,64.5552777778,39.7655555556,27
37126,Шаджатмаз,43.7333333333,42.6666666667,75
22869,Шангалы,61.1333333333,43.35,27
22768,Шенкурск,62.1,42.9,27
26072,Шлиссельбург,59.9333333333,31.0,42
22271,Шойна,67.8766666667,44.1741666667,47
27441,Шуя,56.85,41.4,71
27736,Силово,54.3,40.8833333333,18
34924,Славянск-на-Кубани,45.2833333333,38.1166666667,40
26781,Смоленск,54.75,32.0666666667,56
37099,Сочи,43.5833333333,39.7666666667,40
37171,Сочи (Адлер),43.4333333333,39.9,
22429,Соловки,65.0313888889,35.6958333333,27
22802,Сортавала,61.7166666667,30.7166666667,26
22891,Сосново,60.55,30.3166666667,42
26795,Спас-Деменск,54.4166666667,34.0166666667,61
26063,Санкт-Петербург (Воейково) (26063-0),59.9666666667,30.3,52
26063,Санкт-Петербург (Воейково) (26063-1),59.95,30.7,42
26075,Санкт-Петербург (Воейково) (РС),59.95,30.7,42
26275,Старая Русса,58.0166666667,31.3166666667,48
26499,Старица,56.4833333333,34.9166666667,59
34116,Старый Оскол,51.3,37.8833333333,29
34949,Ставрополь,45.1166666667,42.0833333333,57
